Agency,City,State,NTD ID,Organization Type,Reporter Type,UACE Code,UZA Name,Primary UZA Population,Agency VOMS,Mode,Type of Service,Mode VOMS,Major Mechanical Failures,Major Mechanical Failures Questionable,Other Mechanical Failures,Other Mechanical Failures Questionable,Total Mechanical Failures,Total Mechanical Failures Questionable,Vehicle/Passenger Car Miles,Vehicle/Passenger Car Miles Questionable,Vehicle/Passenger Car Revenue Miles,Vehicle/Passenger Car Revenue Miles Questionable,Train Miles,Train Miles Questionable,Train Revenue Miles,Train Revenue Miles Questionable
"Ada County Highway District, dba: ACHD Commuteride",Boise,ID,00415,County or Local Government Unit or Department of Transportation,Full Reporter,8785,"Boise City, ID","433,180",81,VP,DO,81,6,,0,,6,,"1,375,843",,"1,375,843",,0,,0,
Santa Barbara Metropolitan Transit District,Santa Barbara,CA,90020,Public Agency or Authority of Transit Service,Full Reporter,79282,"Santa Barbara, CA","202,197",80,MB,DO,80,22,,182,,204,,"2,534,276",,"2,237,670",,0,,0,
Marin County Transit District,San Rafael,CA,90234,Public Agency or Authority of Transit Service,Full Reporter,78904,"San Francisco--Oakland, CA","3,515,933",80,MB,PT,59,104,,81,,185,,"3,344,767",,"2,844,726",,0,,0,
MetroWest Regional Transit Authority,Framingham,MA,10118,Public Agency or Authority of Transit Service,Full Reporter,9271,"Boston, MA--NH","4,382,009",80,DR,PT,43,7,,10,,17,,"899,371",,"774,408",,0,,0,
"Research Triangle Regional Public Transportation Authority, dba: GoTriangle",Durham,NC,40108,Public Agency or Authority of Transit Service,Full Reporter,25228,"Durham, NC","396,118",80,MB,DO,40,44,,137,,181,,"2,520,726",,"2,024,127",,0,,0,
MetroWest Regional Transit Authority,Framingham,MA,10118,Public Agency or Authority of Transit Service,Full Reporter,9271,"Boston, MA--NH","4,382,009",80,MB,PT,37,5,,3,,8,,"992,782",,"992,541",,0,,0,
Marin County Transit District,San Rafael,CA,90234,Public Agency or Authority of Transit Service,Full Reporter,78904,"San Francisco--Oakland, CA","3,515,933",80,DR,PT,21,2,,0,,2,,"537,833",,"428,922",,0,,0,
"Research Triangle Regional Public Transportation Authority, dba: GoTriangle",Durham,NC,40108,Public Agency or Authority of Transit Service,Full Reporter,25228,"Durham, NC","396,118",80,VP,PT,16,0,,0,,0,,"234,044",,"234,044",,0,,0,
"Research Triangle Regional Public Transportation Authority, dba: GoTriangle",Durham,NC,40108,Public Agency or Authority of Transit Service,Full Reporter,25228,"Durham, NC","396,118",80,DR,DO,14,0,,1,,1,,"526,133",,"393,435",,0,,0,
"Research Triangle Regional Public Transportation Authority, dba: GoTriangle",Durham,NC,40108,Public Agency or Authority of Transit Service,Full Reporter,25228,"Durham, NC","396,118",80,MB,PT,10,2,,3,,5,,"305,691",,"241,470",,0,,0,
Erie Metropolitan Transit Authority,Erie,PA,30013,Public Agency or Authority of Transit Service,Full Reporter,27766,"Erie, PA","187,820",78,MB,DO,45,14,,1,,15,,"1,740,739",,"1,656,229",,0,,0,
Lowell Regional Transit Authority,Lowell,MA,10005,Public Agency or Authority of Transit Service,Full Reporter,9271,"Boston, MA--NH","4,382,009",78,MB,PT,42,26,,5,,31,,"1,146,120",,"1,104,810",,0,,0,
Metropolitan Tulsa Transit Authority,Tulsa,OK,60018,County or Local Government Unit or Department of Transportation,Full Reporter,88948,"Tulsa, OK","722,810",78,MB,DO,41,254,,57,,311,,"2,514,045",,"2,354,249",,0,,0,
Lowell Regional Transit Authority,Lowell,MA,10005,Public Agency or Authority of Transit Service,Full Reporter,9271,"Boston, MA--NH","4,382,009",78,DR,PT,36,3,,6,,9,,"573,407",,"493,001",,0,,0,
Erie Metropolitan Transit Authority,Erie,PA,30013,Public Agency or Authority of Transit Service,Full Reporter,27766,"Erie, PA","187,820",78,DR,DO,33,8,,5,,13,,"811,280",,"705,412",,0,,0,
"Johnson County Kansas, dba: Johnson County Transit",Olathe,KS,70035,County or Local Government Unit or Department of Transportation,Full Reporter,43912,"Kansas City, MO--KS","1,674,218",78,DR,PT,22,9,,6,,15,,"556,054",,"389,669",,0,,0,
Metropolitan Tulsa Transit Authority,Tulsa,OK,60018,County or Local Government Unit or Department of Transportation,Full Reporter,88948,"Tulsa, OK","722,810",78,DR,PT,21,52,,0,,52,,"939,374",,"811,067",,0,,0,
"Johnson County Kansas, dba: Johnson County Transit",Olathe,KS,70035,County or Local Government Unit or Department of Transportation,Full Reporter,43912,"Kansas City, MO--KS","1,674,218",78,MB,PT,19,74,,18,,92,,"1,389,388",,"985,143",,0,,0,
Metropolitan Tulsa Transit Authority,Tulsa,OK,60018,County or Local Government Unit or Department of Transportation,Full Reporter,88948,"Tulsa, OK","722,810",78,MB,PT,16,26,,0,,26,,"357,354",,"288,928",,0,,0,
"Johnson County Kansas, dba: Johnson County Transit",Olathe,KS,70035,County or Local Government Unit or Department of Transportation,Full Reporter,43912,"Kansas City, MO--KS","1,674,218",78,CB,PT,15,33,,7,,40,,"296,821",,"206,730",,0,,0,
Charleston Area Regional Transportation Authority,North Charleston,SC,40110,Public Agency or Authority of Transit Service,Full Reporter,15508,"Charleston, SC","684,773",77,CB,PT,6,4,,0,,4,,"239,270",,"186,508",,0,,0,
Charleston Area Regional Transportation Authority,North Charleston,SC,40110,Public Agency or Authority of Transit Service,Full Reporter,15508,"Charleston, SC","684,773",77,MB,PT,51,134,,36,,170,,"2,644,585",,"2,387,117",,0,,0,
Greater Peoria Mass Transit District,Peoria,IL,50056,Public Agency or Authority of Transit Service,Full Reporter,68509,"Peoria, IL","259,781",77,MB,DO,45,807,,288,,"1,095",,"2,299,440",,"2,128,576",,0,,0,
Greater Peoria Mass Transit District,Peoria,IL,50056,Public Agency or Authority of Transit Service,Full Reporter,68509,"Peoria, IL","259,781",77,DR,PT,32,360,,553,,913,,"978,067",,"853,320",,0,,0,
Charleston Area Regional Transportation Authority,North Charleston,SC,40110,Public Agency or Authority of Transit Service,Full Reporter,15508,"Charleston, SC","684,773",77,DR,PT,20,8,,0,,8,,"652,265",,"578,377",,0,,0,
"City of Greensboro , dba: Greensboro Transit Authority",Greensboro,NC,40093,County or Local Government Unit or Department of Transportation,Full Reporter,35164,"Greensboro, NC","338,928",76,MB,PT,41,16,,56,,72,,"2,229,704",,"2,165,564",,0,,0,
"City of Greensboro , dba: Greensboro Transit Authority",Greensboro,NC,40093,County or Local Government Unit or Department of Transportation,Full Reporter,35164,"Greensboro, NC","338,928",76,DR,PT,35,1,,3,,4,,"1,711,818",,"1,529,597",,0,,0,
"Hudson Transit Lines, Inc.",Mahwah,NJ,20126,Corporation,Full Reporter,63217,"New York--Jersey City--Newark, NY--NJ","19,426,449",74,CB,DO,74,122,,10,,132,,"4,028,768",,"3,913,235",,0,,0,
"City of Torrance, dba: Torrance Transit System",Torrance,CA,90010,County or Local Government Unit or Department of Transportation,Full Reporter,51445,"Los Angeles--Long Beach--Anaheim, CA","12,237,376",74,MB,DO,38,199,,284,,483,,"1,575,799",,"1,521,332",,0,,0,
"Cobb County, dba: CobbLinc",Marietta,GA,40078,County or Local Government Unit or Department of Transportation,Full Reporter,3817,"Atlanta, GA","5,100,112",73,CB,PT,6,4,,8,,12,,"167,102",,"56,291",,0,,0,
"City of Lincoln, dba: StarTran",Lincoln,NE,70001,County or Local Government Unit or Department of Transportation,Full Reporter,49933,"Lincoln, NE","291,217",73,MB,DO,56,239,,76,,315,,"1,537,287",,"1,423,637",,0,,0,
"Cobb County, dba: CobbLinc",Marietta,GA,40078,County or Local Government Unit or Department of Transportation,Full Reporter,3817,"Atlanta, GA","5,100,112",73,MB,PT,51,25,,58,,83,,"3,252,467",,"2,974,458",,0,,0,
Southeastern Regional Transit Authority,New Bedford,MA,10006,Public Agency or Authority of Transit Service,Full Reporter,61786,"New Bedford, MA","155,491",73,MB,PT,49,7,,562,,569,,"1,737,234",,"1,661,461",,0,,0,
"Westmoreland County , dba: Westmoreland County Transit Authority",Greensburg,PA,30044,County or Local Government Unit or Department of Transportation,Full Reporter,69697,"Pittsburgh, PA","1,745,039",73,DR,DO,42,12,,17,,29,,"1,512,356",,"1,228,299",,0,,0,
"Westmoreland County , dba: Westmoreland County Transit Authority",Greensburg,PA,30044,County or Local Government Unit or Department of Transportation,Full Reporter,69697,"Pittsburgh, PA","1,745,039",73,MB,DO,31,14,,21,,35,,"1,248,360",,"920,231",,0,,0,
Southeastern Regional Transit Authority,New Bedford,MA,10006,Public Agency or Authority of Transit Service,Full Reporter,61786,"New Bedford, MA","155,491",73,DR,PT,24,0,,14,,14,,"722,936",,"650,109",,0,,0,
"City of Lincoln, dba: StarTran",Lincoln,NE,70001,County or Local Government Unit or Department of Transportation,Full Reporter,49933,"Lincoln, NE","291,217",73,DR,DO,17,23,,5,,28,,"664,916",,"596,481",,0,,0,
"Cobb County, dba: CobbLinc",Marietta,GA,40078,County or Local Government Unit or Department of Transportation,Full Reporter,3817,"Atlanta, GA","5,100,112",73,DR,PT,16,22,,98,,120,,"469,689",,"422,480",,0,,0,
County of Lackawanna Transit System,Scranton,PA,30025,Public Agency or Authority of Transit Service,Full Reporter,80227,"Scranton, PA","366,713",72,MB,PT,5,3,,3,,6,,"189,225",,"175,812",,0,,0,
"Central Oklahoma Transportation and Parking Authority, dba: EMBARK",Oklahoma City,OK,60017,County or Local Government Unit or Department of Transportation,Full Reporter,65080,"Oklahoma City, OK","982,276",72,SR,PT,5,39,,0,,39,,"154,744",,"152,930",,"154,744",,"152,930",
"Central Oklahoma Transportation and Parking Authority, dba: EMBARK",Oklahoma City,OK,60017,County or Local Government Unit or Department of Transportation,Full Reporter,65080,"Oklahoma City, OK","982,276",72,MB,DO,49,113,,102,,215,,"3,325,473",,"3,292,511",,0,,0,
County of Lackawanna Transit System,Scranton,PA,30025,Public Agency or Authority of Transit Service,Full Reporter,80227,"Scranton, PA","366,713",72,DR,DO,26,5,,11,,16,,"727,415",,"589,507",,0,,0,
County of Lackawanna Transit System,Scranton,PA,30025,Public Agency or Authority of Transit Service,Full Reporter,80227,"Scranton, PA","366,713",72,MB,DO,26,2,,2,,4,,"941,450",,"874,420",,0,,0,
"Central Oklahoma Transportation and Parking Authority, dba: EMBARK",Oklahoma City,OK,60017,County or Local Government Unit or Department of Transportation,Full Reporter,65080,"Oklahoma City, OK","982,276",72,DR,DO,17,0,,0,,0,,"619,852",,"503,308",,0,,0,
County of Lackawanna Transit System,Scranton,PA,30025,Public Agency or Authority of Transit Service,Full Reporter,80227,"Scranton, PA","366,713",72,DR,PT,15,0,,6,,6,,"99,242",,"83,594",,0,,0,
"Central Oklahoma Transportation and Parking Authority, dba: EMBARK",Oklahoma City,OK,60017,County or Local Government Unit or Department of Transportation,Full Reporter,65080,"Oklahoma City, OK","982,276",72,FB,PT,1,1,,0,,1,,"3,419",,"3,419",,0,,0,
"Arlington County, Virginia, dba: Arlington Transit",Arlington,VA,30080,County or Local Government Unit or Department of Transportation,Full Reporter,92242,"Washington--Arlington, DC--VA--MD","5,174,759",71,DR,PT,8,0,,10,,10,,"199,982",,"153,796",,0,,0,
Lakeland Area Mass Transit District,Lakeland,FL,40031,Public Agency or Authority of Transit Service,Full Reporter,46828,"Lakeland, FL","277,915",71,MB,PT,6,0,,0,,0,,"410,836",,"369,719",,0,,0,
"City of Knoxville, dba: Knoxville Area Transit",Knoxville,TN,40002,County or Local Government Unit or Department of Transportation,Full Reporter,45640,"Knoxville, TN","597,257",71,MB,DO,51,157,,73,,230,,"2,603,025",,"2,448,097",,0,,0,
"Arlington County, Virginia, dba: Arlington Transit",Arlington,VA,30080,County or Local Government Unit or Department of Transportation,Full Reporter,92242,"Washington--Arlington, DC--VA--MD","5,174,759",71,MB,PT,50,178,,25,,203,,"2,025,684",,"1,829,634",,0,,0,
Gold Coast Transit District,Oxnard,CA,90035,Public Agency or Authority of Transit Service,Full Reporter,66673,"Oxnard--San Buenaventura (Ventura), CA","376,117",71,MB,DO,49,141,,115,,256,,"2,282,547",,"2,071,300",,0,,0,
Lakeland Area Mass Transit District,Lakeland,FL,40031,Public Agency or Authority of Transit Service,Full Reporter,46828,"Lakeland, FL","277,915",71,MB,DO,35,193,,11,,204,,"1,494,244",,"1,421,031",,0,,0,
Lakeland Area Mass Transit District,Lakeland,FL,40031,Public Agency or Authority of Transit Service,Full Reporter,46828,"Lakeland, FL","277,915",71,DR,DO,29,73,,18,,91,,"623,855",,"523,806",,0,,0,
Gold Coast Transit District,Oxnard,CA,90035,Public Agency or Authority of Transit Service,Full Reporter,66673,"Oxnard--San Buenaventura (Ventura), CA","376,117",71,DR,PT,22,9,,5,,14,,"676,906",,"562,865",,0,,0,
"City of Knoxville, dba: Knoxville Area Transit",Knoxville,TN,40002,County or Local Government Unit or Department of Transportation,Full Reporter,45640,"Knoxville, TN","597,257",71,DR,DO,20,12,,5,,17,,"577,955",,"507,349",,0,,0,
Lakeland Area Mass Transit District,Lakeland,FL,40031,Public Agency or Authority of Transit Service,Full Reporter,46828,"Lakeland, FL","277,915",71,DR,PT,1,0,,0,,0,,"69,012",,"58,019",,0,,0,
Northern Indiana Commuter Transportation District,Chesterton,IN,50104,Public Agency or Authority of Transit Service,Full Reporter,16264,"Chicago, IL--IN","8,671,746",70,CR,DO,70,4,,0,,4,,"2,727,755",,"2,687,265",,"631,820",,"621,974",
Valley Regional Transit,Meridian,ID,00011,Public Agency or Authority of Transit Service,Full Reporter,8785,"Boise City, ID","433,180",70,MB,PT,38,62,,32,,94,,"1,562,238",,"1,398,420",,0,,0,
Valley Regional Transit,Meridian,ID,00011,Public Agency or Authority of Transit Service,Full Reporter,8785,"Boise City, ID","433,180",70,DR,PT,32,8,,2,,10,,"740,039",,"632,694",,0,,0,
Skagit Transit,Burlington,WA,00044,Public Agency or Authority of Transit Service,Full Reporter,60490,"Mount Vernon, WA","66,825",69,CB,DO,6,3,,2,,5,,"582,664",,"548,814",,0,,0,
Hill Country Transit District,San Saba,TX,60091,Public Agency or Authority of Transit Service,Full Reporter,44992,"Killeen, TX","257,222",69,DR,DO,58,89,,38,,127,,"1,013,415",,"777,019",,0,,0,
Skagit Transit,Burlington,WA,00044,Public Agency or Authority of Transit Service,Full Reporter,60490,"Mount Vernon, WA","66,825",69,VP,DO,29,2,,0,,2,,"610,414",,"610,414",,0,,0,
Skagit Transit,Burlington,WA,00044,Public Agency or Authority of Transit Service,Full Reporter,60490,"Mount Vernon, WA","66,825",69,DR,DO,19,3,,7,,10,,"441,283",,"374,842",,0,,0,
Skagit Transit,Burlington,WA,00044,Public Agency or Authority of Transit Service,Full Reporter,60490,"Mount Vernon, WA","66,825",69,MB,DO,15,11,,15,,26,,"866,175",,"822,724",,0,,0,
Hill Country Transit District,San Saba,TX,60091,Public Agency or Authority of Transit Service,Full Reporter,44992,"Killeen, TX","257,222",69,MB,DO,11,123,,32,,155,,"534,142",,"450,388",,0,,0,
"Ms Coast Transportation Authority, dba: Coast Transit Authority",Gulfport,MS,40014,Public Agency or Authority of Transit Service,Full Reporter,35920,"Gulfport--Biloxi, MS","236,344",68,VP,PT,35,1,,0,,1,,"730,269",,"730,269",,0,,0,
"Ms Coast Transportation Authority, dba: Coast Transit Authority",Gulfport,MS,40014,Public Agency or Authority of Transit Service,Full Reporter,35920,"Gulfport--Biloxi, MS","236,344",68,DR,DO,17,19,,50,,69,,"472,484",,"390,612",,0,,0,
"Ms Coast Transportation Authority, dba: Coast Transit Authority",Gulfport,MS,40014,Public Agency or Authority of Transit Service,Full Reporter,35920,"Gulfport--Biloxi, MS","236,344",68,MB,DO,16,50,,84,,134,,"823,216",,"784,178",,0,,0,
County of Maui,Wailuku,HI,90241,County or Local Government Unit or Department of Transportation,Full Reporter,43615,"Kahului--Wailuku, HI","57,905",67,CB,PT,7,8,,1,,9,,"351,356",,"160,004",,0,,0,
County of Maui,Wailuku,HI,90241,County or Local Government Unit or Department of Transportation,Full Reporter,43615,"Kahului--Wailuku, HI","57,905",67,DR,PT,44,4,,3,,7,,"1,188,186",,"890,742",,0,,0,
County of Maui,Wailuku,HI,90241,County or Local Government Unit or Department of Transportation,Full Reporter,43615,"Kahului--Wailuku, HI","57,905",67,MB,PT,16,230,,65,,295,,"1,458,395",,"1,402,303",,0,,0,
"University of Georgia, dba: University of Georgia Transit System",Athens,GA,40180,University,Full Reporter,3763,"Athens-Clarke County, GA","143,213",66,DR,DO,8,12,,19,,31,,"23,434",,"18,731",,0,,0,
"University of Georgia, dba: University of Georgia Transit System",Athens,GA,40180,University,Full Reporter,3763,"Athens-Clarke County, GA","143,213",66,MB,DO,58,61,,158,,219,,"578,974",,"451,324",,0,,0,
Capital Area Transit System,Baton Rouge,LA,60022,Public Agency or Authority of Transit Service,Full Reporter,5680,"Baton Rouge, LA","631,326",66,MB,DO,44,586,,46,,632,,"2,634,793",,"2,517,700",,0,,0,
Central County Transportation Authority,Kalamazoo,MI,50035,Public Agency or Authority of Transit Service,Full Reporter,43723,"Kalamazoo, MI","204,562",66,DR,PT,41,5,,29,,34,,"967,024",,"841,795",,0,,0,
Stark Area Regional Transit Authority,Canton,OH,50011,Public Agency or Authority of Transit Service,Full Reporter,13375,"Canton, OH","295,319",66,MB,DO,36,126,,822,,948,,"2,407,272",,"2,242,539",,0,,0,
Stark Area Regional Transit Authority,Canton,OH,50011,Public Agency or Authority of Transit Service,Full Reporter,13375,"Canton, OH","295,319",66,DR,DO,30,55,,97,,152,,"1,325,485",,"1,088,938",,0,,0,
Central County Transportation Authority,Kalamazoo,MI,50035,Public Agency or Authority of Transit Service,Full Reporter,43723,"Kalamazoo, MI","204,562",66,MB,DO,25,1,,467,,468,,"1,360,543",,"1,345,175",,0,,0,
Capital Area Transit System,Baton Rouge,LA,60022,Public Agency or Authority of Transit Service,Full Reporter,5680,"Baton Rouge, LA","631,326",66,DR,PT,22,26,,0,,26,,"807,924",,"701,068",Q,0,,0,
Brazos Transit District,Bryan,TX,60059,Public Agency or Authority of Transit Service,Full Reporter,18748,"College Station--Bryan, TX","206,137",65,DR,DO,48,33,,20,,53,,"1,493,400",,"1,155,834",,0,,0,
"City of Wichita , dba: Wichita Transit",Wichita,KS,70015,County or Local Government Unit or Department of Transportation,Full Reporter,95077,"Wichita, KS","500,231",65,MB,DO,43,198,,176,,374,,"1,730,480",,"1,697,197",,0,,0,
"City of Wichita , dba: Wichita Transit",Wichita,KS,70015,County or Local Government Unit or Department of Transportation,Full Reporter,95077,"Wichita, KS","500,231",65,DR,DO,22,19,,5,,24,,"712,403",,"616,886",,0,,0,
Brazos Transit District,Bryan,TX,60059,Public Agency or Authority of Transit Service,Full Reporter,18748,"College Station--Bryan, TX","206,137",65,MB,DO,17,34,,15,,49,,"977,274",,"944,409",,0,,0,
"JAUNT, Inc.",Charlottesville,VA,30045,Publicly-Owned or Privately Chartered Corporation,Full Reporter,15724,"Charlottesville, VA","104,191",64,DR,DO,54,40,,25,,65,,"1,213,616",,"1,084,080",,0,,0,
"JAUNT, Inc.",Charlottesville,VA,30045,Publicly-Owned or Privately Chartered Corporation,Full Reporter,15724,"Charlottesville, VA","104,191",64,CB,DO,10,11,,6,,17,,"249,782",,"213,488",,0,,0,
"Springfield Mass Transit District, dba: Sangamon Mass Transit District",Springfield,IL,50059,Public Agency or Authority of Transit Service,Full Reporter,83899,"Springfield, IL","159,265",63,MB,DO,48,175,,312,,487,,"1,888,341",,"1,812,857",,0,,0,
Connecticut Department of Transportation- CTTransit Waterbury- NET,Watertown,CT,10128,"Unit of a Transit Agency, Reporting Separately",Full Reporter,92485,"Waterbury, CT","199,317",63,MB,DO,36,60,W,53,W,113,,"1,538,957",,"1,347,694",,0,,0,
Connecticut Department of Transportation- CTTransit Waterbury- NET,Watertown,CT,10128,"Unit of a Transit Agency, Reporting Separately",Full Reporter,92485,"Waterbury, CT","199,317",63,DR,DO,27,2,W,1,W,3,,"621,265",,"448,915",,0,,0,
"Springfield Mass Transit District, dba: Sangamon Mass Transit District",Springfield,IL,50059,Public Agency or Authority of Transit Service,Full Reporter,83899,"Springfield, IL","159,265",63,DR,DO,15,21,,20,,41,,"472,650",,"430,751",,0,,0,
Rock Island County Metropolitan Mass Transit District,Moline,IL,50057,Public Agency or Authority of Transit Service,Full Reporter,22366,"Davenport, IA--IL","285,211",62,DR,DO,9,8,,0,,8,,"211,091",,"175,219",,0,,0,
Rock Island County Metropolitan Mass Transit District,Moline,IL,50057,Public Agency or Authority of Transit Service,Full Reporter,22366,"Davenport, IA--IL","285,211",62,MB,DO,47,330,,146,,476,,"2,290,492",,"2,136,647",,0,,0,
Chatham Area Transit Authority,Savannah,GA,40025,Public Agency or Authority of Transit Service,Full Reporter,79768,"Savannah, GA","309,466",62,MB,DO,35,11,,18,,29,,"2,043,818",,"1,883,559",,0,,0,
Luzerne County Transportation Authority,Kingston,PA,30015,Public Agency or Authority of Transit Service,Full Reporter,80227,"Scranton, PA","366,713",62,MB,DO,32,69,,139,,208,,"1,234,895",,"1,203,261",,0,,0,
Luzerne County Transportation Authority,Kingston,PA,30015,Public Agency or Authority of Transit Service,Full Reporter,80227,"Scranton, PA","366,713",62,DR,DO,30,4,,5,,9,,"824,147",,"661,377",,0,,0,
Rock Island County Metropolitan Mass Transit District,Moline,IL,50057,Public Agency or Authority of Transit Service,Full Reporter,22366,"Davenport, IA--IL","285,211",62,DR,PT,3,12,,3,,15,,"127,120",,"106,608",,0,,0,
Chatham Area Transit Authority,Savannah,GA,40025,Public Agency or Authority of Transit Service,Full Reporter,79768,"Savannah, GA","309,466",62,DR,PT,3,0,,0,,0,,"31,880",,"25,856",,0,,0,
Rock Island County Metropolitan Mass Transit District,Moline,IL,50057,Public Agency or Authority of Transit Service,Full Reporter,22366,"Davenport, IA--IL","285,211",62,FB,PT,3,4,,0,,4,,"13,544",,"13,544",,0,,0,
Chatham Area Transit Authority,Savannah,GA,40025,Public Agency or Authority of Transit Service,Full Reporter,79768,"Savannah, GA","309,466",62,DR,DO,22,8,,5,,13,,"785,854",,"705,534",,0,,0,
Chatham Area Transit Authority,Savannah,GA,40025,Public Agency or Authority of Transit Service,Full Reporter,79768,"Savannah, GA","309,466",62,FB,DO,2,1,,10,,11,,"13,667",,"13,667",,0,,0,
Duluth Transit Authority,Duluth,MN,50025,Public Agency or Authority of Transit Service,Full Reporter,24850,"Duluth, MN--WI","119,411",61,DR,DO,7,1,,0,,1,,"198,521",,"182,694",,0,,0,
Rio Metro Regional Transit District,Albuquerque,NM,60111,Public Agency or Authority of Transit Service,Full Reporter,1171,"Albuquerque, NM","769,837",61,MB,DO,6,10,,6,,16,,"183,692",,"162,509",,0,,0,
Rio Metro Regional Transit District,Albuquerque,NM,60111,Public Agency or Authority of Transit Service,Full Reporter,1171,"Albuquerque, NM","769,837",61,CB,PT,6,1,,0,,1,,"373,710",,"260,431",,0,,0,
DDOT - Progressive Transportation Services Administration,Washington,DC,30112,Government Unit or Department of Transportation,Full Reporter,92242,"Washington--Arlington, DC--VA--MD","5,174,759",61,MB,PT,57,146,,297,,443,,"1,405,813",,"1,251,101",,0,,0,
Duluth Transit Authority,Duluth,MN,50025,Public Agency or Authority of Transit Service,Full Reporter,24850,"Duluth, MN--WI","119,411",61,MB,DO,54,20,,404,,424,,"1,987,377",,"1,870,758",,0,,0,
DDOT - Progressive Transportation Services Administration,Washington,DC,30112,Government Unit or Department of Transportation,Full Reporter,92242,"Washington--Arlington, DC--VA--MD","5,174,759",61,SR,PT,4,212,,9,,221,,"128,681",,"122,654",,"128,681",,"122,654",
Merrimack Valley Regional Transit Authority,Haverhill,MA,10013,Public Agency or Authority of Transit Service,Full Reporter,9271,"Boston, MA--NH","4,382,009",61,MB,PT,39,36,,5,,41,,"1,738,032",,"1,429,161",,0,,0,
Rio Metro Regional Transit District,Albuquerque,NM,60111,Public Agency or Authority of Transit Service,Full Reporter,1171,"Albuquerque, NM","769,837",61,CR,PT,26,14,,2,,16,,"1,339,690",,"1,305,359",,"457,565",,"447,596",
Rio Metro Regional Transit District,Albuquerque,NM,60111,Public Agency or Authority of Transit Service,Full Reporter,1171,"Albuquerque, NM","769,837",61,DR,DO,23,6,,6,,12,,"438,851",,"345,215",,0,,0,
Merrimack Valley Regional Transit Authority,Haverhill,MA,10013,Public Agency or Authority of Transit Service,Full Reporter,9271,"Boston, MA--NH","4,382,009",61,DR,PT,21,7,,1,,8,,"743,419",,"653,995",,0,,0,
Merrimack Valley Regional Transit Authority,Haverhill,MA,10013,Public Agency or Authority of Transit Service,Full Reporter,9271,"Boston, MA--NH","4,382,009",61,CB,PT,1,0,,0,,0,,"23,037",,"17,175",,0,,0,
"City of Rochester, Minnesota, dba: Rochester Public Transit",Rochester,MN,50092,County or Local Government Unit or Department of Transportation,Full Reporter,75637,"Rochester, MN","121,587",60,DR,PT,9,5,,16,,21,,"173,967",,"152,511",,0,,0,
"Ride Connection, Inc.",Portland,OR,00376,Corporation,Full Reporter,71317,"Portland, OR--WA","2,104,238",60,MB,DO,7,26,,32,,58,,"304,912",,"285,434",,0,,0,
Alaska Railroad Corporation,Anchorage,AK,00041,Government Unit or Department of Transportation,Full Reporter,2305,"Anchorage, AK","249,252",60,AR,DO,60,2,,0,,2,,"1,142,075",,"1,131,787",,"189,590",,"187,951",
Port Authority Transit Corporation,Camden,NJ,20075,Public Agency or Authority of Transit Service,Full Reporter,69076,"Philadelphia, PA--NJ--DE--MD","5,696,125",60,HR,DO,60,206,,108,,314,,"5,119,230",,"4,868,978",,"895,012",,"845,859",
"City of Rochester, Minnesota, dba: Rochester Public Transit",Rochester,MN,50092,County or Local Government Unit or Department of Transportation,Full Reporter,75637,"Rochester, MN","121,587",60,MB,PT,44,8,,142,,150,,"1,636,528",,"1,496,570",,0,,0,
"Ride Connection, Inc.",Portland,OR,00376,Corporation,Full Reporter,71317,"Portland, OR--WA","2,104,238",60,DR,DO,25,27,,45,,72,,"309,822",,"282,737",,0,,0,
"Golden Gate Bridge, Highway and Transportation District",San Francisco,CA,90016,Public Agency or Authority of Transit Service,Full Reporter,78904,"San Francisco--Oakland, CA","3,515,933",59,FB,DO,5,1,,0,,1,,"146,662",,"127,478",,0,,0,
"Golden Gate Bridge, Highway and Transportation District",San Francisco,CA,90016,Public Agency or Authority of Transit Service,Full Reporter,78904,"San Francisco--Oakland, CA","3,515,933",59,MB,DO,42,5,,40,,45,,"2,422,633",,"2,099,125",,0,,0,
"Golden Gate Bridge, Highway and Transportation District",San Francisco,CA,90016,Public Agency or Authority of Transit Service,Full Reporter,78904,"San Francisco--Oakland, CA","3,515,933",59,DR,PT,12,0,,0,,0,,"258,336",,"213,397",,0,,0,
"Ames Transit Agency, dba: CyRide",Ames,IA,70041,County or Local Government Unit or Department of Transportation,Full Reporter,2062,"Ames, IA","66,342",58,MB,DO,58,51,,280,,331,,"1,341,838",,"1,276,110",,0,,0,
Kings County Area Public Transit Agency,Hanford,CA,90200,Public Agency or Authority of Transit Service,Full Reporter,36703,"Hanford, CA","66,638",58,DR,PT,5,0,,1,,1,,"83,450",,"65,912",,0,,0,
Greater Bridgeport Transit Authority,Bridgeport,CT,10050,Public Agency or Authority of Transit Service,Full Reporter,10162,"Bridgeport--Stamford, CT--NY","916,408",58,MB,DO,39,253,,111,,364,,"1,817,594",,"1,780,685",,0,,0,
Kings County Area Public Transit Agency,Hanford,CA,90200,Public Agency or Authority of Transit Service,Full Reporter,36703,"Hanford, CA","66,638",58,VP,PT,36,0,,0,,0,,"663,222",,"663,222",,0,,0,
"City of Winston Salem, dba: Winston-Salem Transit Authority",Winston Salem,NC,40012,Public Agency or Authority of Transit Service,Full Reporter,96670,"Winston-Salem, NC","420,924",58,MB,DO,30,166,,197,,363,,"1,930,750",,"1,910,783",,0,,0,
