Agency,City,State,NTD ID,Organization Type,Reporter Type,UACE Code,UZA Name,Primary UZA Population,Agency VOMS,Mode,Type of Service,Mode VOMS,Major Mechanical Failures,Major Mechanical Failures Questionable,Other Mechanical Failures,Other Mechanical Failures Questionable,Total Mechanical Failures,Total Mechanical Failures Questionable,Vehicle/Passenger Car Miles,Vehicle/Passenger Car Miles Questionable,Vehicle/Passenger Car Revenue Miles,Vehicle/Passenger Car Revenue Miles Questionable,Train Miles,Train Miles Questionable,Train Revenue Miles,Train Revenue Miles Questionable
"Central Puget Sound Regional Transit Authority, dba: Sound Transit",Seattle,WA,00040,Public Agency or Authority of Transit Service,Full Reporter,80389,"Seattle--Tacoma, WA","3,544,011",321,CB,DO,143,986,,392,,"1,378",,"10,017,918",,"7,868,136",,0,,0,
"County of Nassau, dba: Nassau Inter County Express",Mineola,NY,20206,County or Local Government Unit or Department of Transportation,Full Reporter,63217,"New York--Jersey City--Newark, NY--NJ","19,426,449",319,DR,PT,71,71,,28,,99,,"2,151,404",,"1,843,537",,0,,0,
"County of Nassau, dba: Nassau Inter County Express",Mineola,NY,20206,County or Local Government Unit or Department of Transportation,Full Reporter,63217,"New York--Jersey City--Newark, NY--NJ","19,426,449",319,MB,PT,248,"2,363",,299,,"2,662",,"9,689,487",,"8,373,637",,0,,0,
San Mateo County Transit District,San Carlos,CA,90009,Public Agency or Authority of Transit Service,Full Reporter,78904,"San Francisco--Oakland, CA","3,515,933",312,DR,PT,74,43,,3,,46,,"1,620,118",,"1,373,229",,0,,0,
San Mateo County Transit District,San Carlos,CA,90009,Public Agency or Authority of Transit Service,Full Reporter,78904,"San Francisco--Oakland, CA","3,515,933",312,MB,PT,58,63,,25,,88,,"2,544,020",,"1,913,356",,0,,0,
San Mateo County Transit District,San Carlos,CA,90009,Public Agency or Authority of Transit Service,Full Reporter,78904,"San Francisco--Oakland, CA","3,515,933",312,MB,DO,157,172,,5,,177,,"5,696,243",,"4,154,942",,0,,0,
Foothill Transit,West Covina,CA,90146,Public Agency or Authority of Transit Service,Full Reporter,51445,"Los Angeles--Long Beach--Anaheim, CA","12,237,376",303,MB,PT,303,983,,574,,"1,557",,"15,021,372",,"11,098,644",,0,,0,
Transit Authority of River City,Louisville,KY,40018,Public Agency or Authority of Transit Service,Full Reporter,51755,"Louisville/Jefferson County, KY--IN","974,397",300,DR,PT,45,29,,189,,218,,"1,464,731",,"1,284,298",,0,,0,
Transit Authority of River City,Louisville,KY,40018,Public Agency or Authority of Transit Service,Full Reporter,51755,"Louisville/Jefferson County, KY--IN","974,397",300,MB,DO,198,"1,152",,"2,368",,"3,520",,"7,453,873",,"6,372,079",,0,,0,
Transit Authority of River City,Louisville,KY,40018,Public Agency or Authority of Transit Service,Full Reporter,51755,"Louisville/Jefferson County, KY--IN","974,397",300,MB,PT,1,2,,2,,4,,"22,720",,"18,145",,0,,0,
Niagara Frontier Transportation Authority,Buffalo,NY,20004,Public Agency or Authority of Transit Service,Full Reporter,11350,"Buffalo, NY","948,864",294,DR,DO,55,29,,37,,66,,"1,802,312",,"1,679,816",,0,,0,
Niagara Frontier Transportation Authority,Buffalo,NY,20004,Public Agency or Authority of Transit Service,Full Reporter,11350,"Buffalo, NY","948,864",294,MB,DO,218,"1,056",,830,,"1,886",,"8,944,551",,"7,314,694",,0,,0,
Niagara Frontier Transportation Authority,Buffalo,NY,20004,Public Agency or Authority of Transit Service,Full Reporter,11350,"Buffalo, NY","948,864",294,LR,DO,21,52,,27,,79,,"819,665",,"794,884",,"301,178",,"292,072",
"City of Charlotte North Carolina, dba: Charlotte Area Transit System",Charlotte,NC,40008,County or Local Government Unit or Department of Transportation,Full Reporter,15670,"Charlotte, NC--SC","1,379,873",289,DR,DO,56,78,,25,,103,,"1,971,357",,"1,752,903",,0,,0,
"City of Charlotte North Carolina, dba: Charlotte Area Transit System",Charlotte,NC,40008,County or Local Government Unit or Department of Transportation,Full Reporter,15670,"Charlotte, NC--SC","1,379,873",289,SR,DO,5,64,,4,,68,,"125,486",,"113,667",,"125,486",,"113,667",
"City of Charlotte North Carolina, dba: Charlotte Area Transit System",Charlotte,NC,40008,County or Local Government Unit or Department of Transportation,Full Reporter,15670,"Charlotte, NC--SC","1,379,873",289,CB,PT,33,86,,125,,211,,"921,217",,"548,629",,0,,0,
"City of Charlotte North Carolina, dba: Charlotte Area Transit System",Charlotte,NC,40008,County or Local Government Unit or Department of Transportation,Full Reporter,15670,"Charlotte, NC--SC","1,379,873",289,VP,DO,24,3,,14,,17,,"455,342",,"455,342",,0,,0,
"City of Charlotte North Carolina, dba: Charlotte Area Transit System",Charlotte,NC,40008,County or Local Government Unit or Department of Transportation,Full Reporter,15670,"Charlotte, NC--SC","1,379,873",289,LR,DO,18,202,,6,,208,,"1,732,148",,"1,648,205",,"866,074",,"824,103",
"City of Charlotte North Carolina, dba: Charlotte Area Transit System",Charlotte,NC,40008,County or Local Government Unit or Department of Transportation,Full Reporter,15670,"Charlotte, NC--SC","1,379,873",289,MB,PT,153,974,,"1,418",,"2,392",,"10,061,582",,"9,269,707",,0,,0,
"Montgomery County, Maryland, dba: Ride On, Montgomery County Transit",Rockville,MD,30051,County or Local Government Unit or Department of Transportation,Full Reporter,92242,"Washington--Arlington, DC--VA--MD","5,174,759",288,DR,DO,3,0,,0,,0,,"35,411",,"23,108",,0,,0,
"Montgomery County, Maryland, dba: Ride On, Montgomery County Transit",Rockville,MD,30051,County or Local Government Unit or Department of Transportation,Full Reporter,92242,"Washington--Arlington, DC--VA--MD","5,174,759",288,MB,DO,285,168,,"1,750",,"1,918",,"13,982,152",,"11,942,779",,0,,0,
Rhode Island Public Transit Authority,Providence,RI,10001,Public Agency or Authority of Transit Service,Full Reporter,72505,"Providence, RI--MA","1,285,806",286,DR,DO,50,39,,27,,66,,"2,545,143",,"2,238,938",,0,,0,
Rhode Island Public Transit Authority,Providence,RI,10001,Public Agency or Authority of Transit Service,Full Reporter,72505,"Providence, RI--MA","1,285,806",286,VP,PT,28,0,,0,,0,,"547,200",,"547,200",,0,,0,
Rhode Island Public Transit Authority,Providence,RI,10001,Public Agency or Authority of Transit Service,Full Reporter,72505,"Providence, RI--MA","1,285,806",286,MB,DO,203,469,,"1,274",,"1,743",,"11,397,189",,"9,627,384",,0,,0,
"Fairfax County, VA, dba: Fairfax Connector Bus System",Fairfax,VA,30068,County or Local Government Unit or Department of Transportation,Full Reporter,92242,"Washington--Arlington, DC--VA--MD","5,174,759",284,MB,PT,284,"1,731",,237,,"1,968",,"13,185,923",,"10,863,043",,0,,0,
Spokane Transit Authority,Spokane,WA,00002,Public Agency or Authority of Transit Service,Full Reporter,83764,"Spokane, WA","447,279",279,VP,DO,73,8,,15,,23,,"905,990",,"905,990",,0,,0,
Spokane Transit Authority,Spokane,WA,00002,Public Agency or Authority of Transit Service,Full Reporter,83764,"Spokane, WA","447,279",279,DR,DO,47,11,,9,,20,,"1,196,574",,"1,073,683",,0,,0,
Spokane Transit Authority,Spokane,WA,00002,Public Agency or Authority of Transit Service,Full Reporter,83764,"Spokane, WA","447,279",279,DR,PT,32,15,,266,,281,,"1,071,806",,"945,068",,0,,0,
Spokane Transit Authority,Spokane,WA,00002,Public Agency or Authority of Transit Service,Full Reporter,83764,"Spokane, WA","447,279",279,MB,DO,127,572,,646,,"1,218",,"7,121,780",,"6,485,325",,0,,0,
Central Ohio Transit Authority,Columbus,OH,50016,Public Agency or Authority of Transit Service,Full Reporter,19234,"Columbus, OH","1,567,254",274,DR,PT,64,33,,7,,40,,"3,232,003",,"2,858,398",,0,,0,
Port Authority Trans-Hudson Corporation,New York,NY,20098,Public Agency or Authority of Transit Service,Full Reporter,63217,"New York--Jersey City--Newark, NY--NJ","19,426,449",274,HR,DO,274,134,,135,,269,,"12,974,558",W,"12,565,499",W,"1,739,925",,"1,684,491",
Central Ohio Transit Authority,Columbus,OH,50016,Public Agency or Authority of Transit Service,Full Reporter,19234,"Columbus, OH","1,567,254",274,DR,DO,21,11,,2,,13,,"567,084",,"463,741",,0,,0,
Central Ohio Transit Authority,Columbus,OH,50016,Public Agency or Authority of Transit Service,Full Reporter,19234,"Columbus, OH","1,567,254",274,MB,DO,189,918,,618,,"1,536",,"12,284,929",,"10,338,688",,0,,0,
Pinellas Suncoast Transit Authority,Saint Petersburg,FL,40027,Public Agency or Authority of Transit Service,Full Reporter,86599,"Tampa--St. Petersburg, FL","2,783,045",270,DR,PT,47,0,,2,,2,,"1,269,031",,"993,719",,0,,0,
Pinellas Suncoast Transit Authority,Saint Petersburg,FL,40027,Public Agency or Authority of Transit Service,Full Reporter,86599,"Tampa--St. Petersburg, FL","2,783,045",270,MB,DO,167,148,,344,,492,,"9,844,137",,"8,754,054",,0,,0,
Pinellas Suncoast Transit Authority,Saint Petersburg,FL,40027,Public Agency or Authority of Transit Service,Full Reporter,86599,"Tampa--St. Petersburg, FL","2,783,045",270,MB,PT,16,26,,13,,39,,"496,746",,"474,956",,0,,0,
Suburban Mobility Authority for Regional Transportation,Detroit,MI,50031,Public Agency or Authority of Transit Service,Full Reporter,23824,"Detroit, MI","3,776,890",269,DR,DO,95,99,,0,,99,,"2,996,516",,"2,568,594",,0,,0,
Suburban Mobility Authority for Regional Transportation,Detroit,MI,50031,Public Agency or Authority of Transit Service,Full Reporter,23824,"Detroit, MI","3,776,890",269,DR,PT,19,75,,15,,90,,"406,940",,"373,692",,0,,0,
Suburban Mobility Authority for Regional Transportation,Detroit,MI,50031,Public Agency or Authority of Transit Service,Full Reporter,23824,"Detroit, MI","3,776,890",269,MB,DO,155,"2,532",,281,,"2,813",,"11,189,522",,"9,279,554",,0,,0,
Ben Franklin Transit,Richland,WA,00018,Public Agency or Authority of Transit Service,Full Reporter,44479,"Kennewick--Richland--Pasco, WA","255,401",268,DR,DO,65,57,,19,,76,,"1,801,602",,"1,576,144",,0,,0,
Ben Franklin Transit,Richland,WA,00018,Public Agency or Authority of Transit Service,Full Reporter,44479,"Kennewick--Richland--Pasco, WA","255,401",268,MB,DO,51,143,,107,,250,,"3,626,525",,"3,456,000",Q,0,,0,
Ben Franklin Transit,Richland,WA,00018,Public Agency or Authority of Transit Service,Full Reporter,44479,"Kennewick--Richland--Pasco, WA","255,401",268,DR,PT,35,1,,0,,1,,"1,251,048",Q,"1,101,253",,0,,0,
Ben Franklin Transit,Richland,WA,00018,Public Agency or Authority of Transit Service,Full Reporter,44479,"Kennewick--Richland--Pasco, WA","255,401",268,VP,DO,117,9,,5,,14,,"1,495,493",,"1,495,493",,0,,0,
City of Tucson,Tucson,AZ,90033,County or Local Government Unit or Department of Transportation,Full Reporter,88732,"Tucson, AZ","875,441",265,DR,PT,94,88,,3,,91,,"3,497,041",,"2,958,823",,0,,0,
City of Tucson,Tucson,AZ,90033,County or Local Government Unit or Department of Transportation,Full Reporter,88732,"Tucson, AZ","875,441",265,SR,PT,6,5,,43,,48,,"201,391",,"198,471",,"201,391",,"198,471",
City of Tucson,Tucson,AZ,90033,County or Local Government Unit or Department of Transportation,Full Reporter,88732,"Tucson, AZ","875,441",265,MB,PT,165,667,,"1,290",,"1,957",,"8,611,260",,"7,533,020",,0,,0,
"City of Raleigh, dba: GoRaleigh",Raleigh,NC,40007,County or Local Government Unit or Department of Transportation,Full Reporter,73261,"Raleigh, NC","1,106,646",262,MB,PT,84,78,,278,,356,,"4,228,651",,"3,921,446",,0,,0,
Victor Valley Transit Authority,Hesperia,CA,90148,Public Agency or Authority of Transit Service,Full Reporter,90541,"Victorville--Hesperia--Apple Valley, CA","355,816",258,CB,PT,6,19,,8,,27,,"273,948",,"228,308",,0,,0,
Victor Valley Transit Authority,Hesperia,CA,90148,Public Agency or Authority of Transit Service,Full Reporter,90541,"Victorville--Hesperia--Apple Valley, CA","355,816",258,MB,PT,46,120,,192,,312,,"2,945,406",,"2,697,200",,0,,0,
Victor Valley Transit Authority,Hesperia,CA,90148,Public Agency or Authority of Transit Service,Full Reporter,90541,"Victorville--Hesperia--Apple Valley, CA","355,816",258,DR,PT,30,15,,28,,43,,"766,535",,"659,494",,0,,0,
Victor Valley Transit Authority,Hesperia,CA,90148,Public Agency or Authority of Transit Service,Full Reporter,90541,"Victorville--Hesperia--Apple Valley, CA","355,816",258,VP,PT,176,4,,1,,5,,"4,711,088",,"4,711,088",,0,,0,
"Suffolk County , dba: Dept of Public Works - Transportation Division",Yaphank,NY,20072,County or Local Government Unit or Department of Transportation,Full Reporter,63217,"New York--Jersey City--Newark, NY--NJ","19,426,449",255,DR,PT,139,36,,33,,69,,"9,050,640",,"7,542,622",,0,,0,
"Suffolk County , dba: Dept of Public Works - Transportation Division",Yaphank,NY,20072,County or Local Government Unit or Department of Transportation,Full Reporter,63217,"New York--Jersey City--Newark, NY--NJ","19,426,449",255,MB,PT,116,573,,160,,733,,"7,949,811",,"7,217,376",,0,,0,
Mass Transportation Authority,Flint,MI,50032,Public Agency or Authority of Transit Service,Full Reporter,29872,"Flint, MI","298,964",245,MB,DO,91,100,,102,,202,,"3,933,906",,"3,439,696",,0,,0,
Mass Transportation Authority,Flint,MI,50032,Public Agency or Authority of Transit Service,Full Reporter,29872,"Flint, MI","298,964",245,DR,PT,2,0,,0,,0,,"41,080",,"33,640",,0,,0,
Mass Transportation Authority,Flint,MI,50032,Public Agency or Authority of Transit Service,Full Reporter,29872,"Flint, MI","298,964",245,DR,DO,152,10,,9,,19,,"4,950,114",,"4,195,191",,0,,0,
"Regional Transit Service - Monroe County, dba: RTS Monroe (MB) and RTS Access (DR)",Rochester,NY,20113,Public Agency or Authority of Transit Service,Full Reporter,75664,"Rochester, NY","704,327",240,DR,DO,64,83,,15,,98,,"2,922,484",,"2,454,852",,0,,0,
"Regional Transit Service - Monroe County, dba: RTS Monroe (MB) and RTS Access (DR)",Rochester,NY,20113,Public Agency or Authority of Transit Service,Full Reporter,75664,"Rochester, NY","704,327",240,VP,PT,5,1,,0,,1,,"59,044",,"59,044",,0,,0,
Intercity Transit,Olympia,WA,00019,Public Agency or Authority of Transit Service,Full Reporter,65242,"Olympia--Lacey, WA","208,157",240,MB,DO,46,33,,14,,47,,"2,606,483",,"2,511,636",,0,,0,
Intercity Transit,Olympia,WA,00019,Public Agency or Authority of Transit Service,Full Reporter,65242,"Olympia--Lacey, WA","208,157",240,DR,DO,45,15,,7,,22,,"987,078",,"821,521",,0,,0,
Intercity Transit,Olympia,WA,00019,Public Agency or Authority of Transit Service,Full Reporter,65242,"Olympia--Lacey, WA","208,157",240,CB,DO,2,3,,1,,4,,"222,671",,"219,341",,0,,0,
"Regional Transit Service - Monroe County, dba: RTS Monroe (MB) and RTS Access (DR)",Rochester,NY,20113,Public Agency or Authority of Transit Service,Full Reporter,75664,"Rochester, NY","704,327",240,MB,DO,171,186,,47,,233,,"4,775,682",,"4,389,376",,0,,0,
Intercity Transit,Olympia,WA,00019,Public Agency or Authority of Transit Service,Full Reporter,65242,"Olympia--Lacey, WA","208,157",240,VP,DO,147,1,,7,,8,,"2,230,425",,"2,230,425",,0,,0,
Metropolitan Transit Authority,Madison,TN,40004,Public Agency or Authority of Transit Service,Full Reporter,61273,"Nashville-Davidson, TN","1,158,642",239,DR,DO,48,56,,17,,73,,"2,334,570",,"1,982,746",,0,,0,
Atlanta-Region Transit Link Authority,Atlanta,GA,42000,Government Unit or Department of Transportation,Full Reporter,3817,"Atlanta, GA","5,100,112",239,VP,PT,135,1,,2,,3,,"2,973,189",,"2,973,189",,0,,0,
Metropolitan Transit Authority,Madison,TN,40004,Public Agency or Authority of Transit Service,Full Reporter,61273,"Nashville-Davidson, TN","1,158,642",239,MB,DO,135,765,,104,,869,,"6,515,997",,"5,692,335",,0,,0,
Atlanta-Region Transit Link Authority,Atlanta,GA,42000,Government Unit or Department of Transportation,Full Reporter,3817,"Atlanta, GA","5,100,112",239,CB,PT,104,236,,121,,357,,"3,265,330",,"1,497,428",,0,,0,
Greater Richmond Transit Company,Richmond,VA,30006,Publicly-Owned or Privately Chartered Corporation,Full Reporter,74746,"Richmond, VA","1,059,150",236,RB,DO,9,52,,39,,91,,"470,240",,"418,327",,0,,0,
Greater Richmond Transit Company,Richmond,VA,30006,Publicly-Owned or Privately Chartered Corporation,Full Reporter,74746,"Richmond, VA","1,059,150",236,VP,PT,56,0,,2,,2,,"1,393,241",,"1,393,241",,0,,0,
Greater Richmond Transit Company,Richmond,VA,30006,Publicly-Owned or Privately Chartered Corporation,Full Reporter,74746,"Richmond, VA","1,059,150",236,DR,PT,40,136,,48,,184,,"2,620,455",,"2,296,429",,0,,0,
Greater Richmond Transit Company,Richmond,VA,30006,Publicly-Owned or Privately Chartered Corporation,Full Reporter,74746,"Richmond, VA","1,059,150",236,MB,PT,18,0,,0,,0,,"11,564",,"4,725",,0,,0,
Greater Richmond Transit Company,Richmond,VA,30006,Publicly-Owned or Privately Chartered Corporation,Full Reporter,74746,"Richmond, VA","1,059,150",236,MB,DO,113,579,,282,,861,,"4,767,811",,"4,294,608",,0,,0,
North County Transit District,Oceanside,CA,90030,Public Agency or Authority of Transit Service,Full Reporter,78661,"San Diego, CA","3,070,300",231,YR,DO,8,0,,0,,0,,"9,282",,"9,247",,"7,080",,"7,047",
North County Transit District,Oceanside,CA,90030,Public Agency or Authority of Transit Service,Full Reporter,78661,"San Diego, CA","3,070,300",231,CR,PT,32,14,,0,,14,,"1,678,878",,"1,583,133",,"379,023",,"357,367",
North County Transit District,Oceanside,CA,90030,Public Agency or Authority of Transit Service,Full Reporter,78661,"San Diego, CA","3,070,300",231,CR,DO,30,0,,0,,0,,"25,527",,"24,167",,"6,074",,"5,754",
North County Transit District,Oceanside,CA,90030,Public Agency or Authority of Transit Service,Full Reporter,78661,"San Diego, CA","3,070,300",231,DR,PT,16,17,,1,,18,,"874,311",,"734,694",,0,,0,
North County Transit District,Oceanside,CA,90030,Public Agency or Authority of Transit Service,Full Reporter,78661,"San Diego, CA","3,070,300",231,MB,PT,135,459,,59,,518,,"5,851,821",,"5,253,714",,0,,0,
North County Transit District,Oceanside,CA,90030,Public Agency or Authority of Transit Service,Full Reporter,78661,"San Diego, CA","3,070,300",231,YR,PT,10,58,,1,,59,,"765,475",,"761,404",,"511,137",,"507,421",
Connecticut Department of Transportation - CTTRANSIT - Hartford Division,Hartford,CT,10048,Government Unit or Department of Transportation,Full Reporter,37243,"Hartford, CT","977,158",229,RB,DO,9,15,,344,,359,,"741,240",,"679,352",,0,,0,
Connecticut Department of Transportation - CTTRANSIT - Hartford Division,Hartford,CT,10048,Government Unit or Department of Transportation,Full Reporter,37243,"Hartford, CT","977,158",229,MB,DO,220,78,,"2,432",,"2,510",,"9,739,268",,"8,697,066",,0,,0,
Ann Arbor Area Transportation Authority,Ann Arbor,MI,50040,Public Agency or Authority of Transit Service,Full Reporter,2602,"Ann Arbor, MI","317,689",227,MB,DO,75,82,,6,,88,,"3,553,917",,"3,323,116",,0,,0,
Ann Arbor Area Transportation Authority,Ann Arbor,MI,50040,Public Agency or Authority of Transit Service,Full Reporter,2602,"Ann Arbor, MI","317,689",227,DR,PT,38,29,,7,,36,,"963,697",,"738,048",,0,,0,
Ann Arbor Area Transportation Authority,Ann Arbor,MI,50040,Public Agency or Authority of Transit Service,Full Reporter,2602,"Ann Arbor, MI","317,689",227,CB,PT,3,0,,0,,0,,"434,992",,"401,085",,0,,0,
Ann Arbor Area Transportation Authority,Ann Arbor,MI,50040,Public Agency or Authority of Transit Service,Full Reporter,2602,"Ann Arbor, MI","317,689",227,VP,PT,107,6,,6,,12,,"1,743,366",,"1,743,366",,0,,0,
Kitsap Transit,Bremerton,WA,00020,Public Agency or Authority of Transit Service,Full Reporter,9946,"Bremerton, WA","224,449",218,MB,DO,92,24,,13,,37,,"2,578,652",,"2,138,930",,0,,0,
Kitsap Transit,Bremerton,WA,00020,Public Agency or Authority of Transit Service,Full Reporter,9946,"Bremerton, WA","224,449",218,DR,DO,73,6,,8,,14,,"1,372,321",,"1,183,082",,0,,0,
Kitsap Transit,Bremerton,WA,00020,Public Agency or Authority of Transit Service,Full Reporter,9946,"Bremerton, WA","224,449",218,FB,DO,6,14,,16,,30,,"277,795",,"264,357",,0,,0,
Kitsap Transit,Bremerton,WA,00020,Public Agency or Authority of Transit Service,Full Reporter,9946,"Bremerton, WA","224,449",218,VP,DO,45,0,,2,,2,,"484,203",,"484,203",,0,,0,
"Central New York Regional Transportation Authority, dba: New York Regional Transportation Authority",,NY,20018,Public Agency or Authority of Transit Service,Full Reporter,86302,"Syracuse, NY","413,660",214,DR,DO,29,44,,66,,110,,"548,356",,"449,394",,0,,0,
"Central New York Regional Transportation Authority, dba: New York Regional Transportation Authority",,NY,20018,Public Agency or Authority of Transit Service,Full Reporter,86302,"Syracuse, NY","413,660",214,DR,PT,24,9,,10,,19,,"935,758",,"819,930",,0,,0,
"Central New York Regional Transportation Authority, dba: New York Regional Transportation Authority",,NY,20018,Public Agency or Authority of Transit Service,Full Reporter,86302,"Syracuse, NY","413,660",214,MB,DO,161,169,,265,,434,,"4,505,254",,"4,201,196",,0,,0,
Kansas City Area Transportation Authority,Kansas City,MO,70005,Public Agency or Authority of Transit Service,Full Reporter,43912,"Kansas City, MO--KS","1,674,218",212,DR,DO,9,13,,12,,25,,"375,922",,"299,931",,0,,0,
Kansas City Area Transportation Authority,Kansas City,MO,70005,Public Agency or Authority of Transit Service,Full Reporter,43912,"Kansas City, MO--KS","1,674,218",212,RB,DO,6,78,,67,,145,,"266,802",,"239,083",,0,,0,
Kansas City Area Transportation Authority,Kansas City,MO,70005,Public Agency or Authority of Transit Service,Full Reporter,43912,"Kansas City, MO--KS","1,674,218",212,DR,PT,26,80,,0,,80,,"868,851",,"775,945",,0,,0,
Kansas City Area Transportation Authority,Kansas City,MO,70005,Public Agency or Authority of Transit Service,Full Reporter,43912,"Kansas City, MO--KS","1,674,218",212,VP,PT,19,0,,0,,0,,"327,476",,"327,476",,0,,0,
Kansas City Area Transportation Authority,Kansas City,MO,70005,Public Agency or Authority of Transit Service,Full Reporter,43912,"Kansas City, MO--KS","1,674,218",212,MB,DO,100,430,,279,,709,,"5,977,404",,"5,198,722",,0,,0,
Pioneer Valley Transit Authority,Springfield,MA,10008,Public Agency or Authority of Transit Service,Full Reporter,83926,"Springfield, MA--CT","442,145",209,DR,PT,86,8,,52,,60,,"1,872,604",,"1,629,988",,0,,0,
Pioneer Valley Transit Authority,Springfield,MA,10008,Public Agency or Authority of Transit Service,Full Reporter,83926,"Springfield, MA--CT","442,145",209,MB,PT,123,"1,002",,256,,"1,258",,"4,977,168",,"4,680,280",,0,,0,
Jacksonville Transportation Authority,Jacksonville,FL,40040,Public Agency or Authority of Transit Service,Full Reporter,42346,"Jacksonville, FL","1,247,374",208,DR,PT,83,33,,37,,70,,"2,879,810",,"2,560,333",,0,,0,
Jacksonville Transportation Authority,Jacksonville,FL,40040,Public Agency or Authority of Transit Service,Full Reporter,42346,"Jacksonville, FL","1,247,374",208,MB,PT,7,5,,10,,15,,"221,375",,"208,725",,0,,0,
Jacksonville Transportation Authority,Jacksonville,FL,40040,Public Agency or Authority of Transit Service,Full Reporter,42346,"Jacksonville, FL","1,247,374",208,CB,PT,6,0,,0,,0,,"234,776",,"163,753",,0,,0,
Jacksonville Transportation Authority,Jacksonville,FL,40040,Public Agency or Authority of Transit Service,Full Reporter,42346,"Jacksonville, FL","1,247,374",208,MG,DO,3,60,,0,,60,,"102,389",,"98,777",,"102,389",,"98,777",
Jacksonville Transportation Authority,Jacksonville,FL,40040,Public Agency or Authority of Transit Service,Full Reporter,42346,"Jacksonville, FL","1,247,374",208,MB,DO,108,72,,291,,363,,"8,146,017",,"7,652,863",,0,,0,
Jacksonville Transportation Authority,Jacksonville,FL,40040,Public Agency or Authority of Transit Service,Full Reporter,42346,"Jacksonville, FL","1,247,374",208,FB,PT,1,0,,0,,0,,"8,891",,"8,891",,0,,0,
"Blue Water Area Transportation Commission, dba: Blue Water Area Transit",Port Huron,MI,50148,Public Agency or Authority of Transit Service,Full Reporter,71155,"Port Huron, MI","82,226",207,MB,DO,9,27,,12,,39,,"402,240",,"392,995",,0,,0,
"Blue Water Area Transportation Commission, dba: Blue Water Area Transit",Port Huron,MI,50148,Public Agency or Authority of Transit Service,Full Reporter,71155,"Port Huron, MI","82,226",207,DR,DO,34,29,,21,,50,,"874,019",,"861,617",,0,,0,
"Blue Water Area Transportation Commission, dba: Blue Water Area Transit",Port Huron,MI,50148,Public Agency or Authority of Transit Service,Full Reporter,71155,"Port Huron, MI","82,226",207,CB,DO,3,1,,1,,2,,"99,974",,"99,717",,0,,0,
"Blue Water Area Transportation Commission, dba: Blue Water Area Transit",Port Huron,MI,50148,Public Agency or Authority of Transit Service,Full Reporter,71155,"Port Huron, MI","82,226",207,DR,PT,161,19,,62,,81,,"1,330,238",,"944,488",,0,,0,
"City of Detroit , dba: Detroit Department of Transportation",Detroit,MI,50119,County or Local Government Unit or Department of Transportation,Full Reporter,23824,"Detroit, MI","3,776,890",206,DR,PT,54,4,,11,,15,,"2,450,363",,"2,235,533",,0,,0,
"City of Detroit , dba: Detroit Department of Transportation",Detroit,MI,50119,County or Local Government Unit or Department of Transportation,Full Reporter,23824,"Detroit, MI","3,776,890",206,MB,DO,152,802,,"3,240",,"4,042",,"10,002,432",,"8,748,721",,0,,0,
Transit Authority of Omaha,Omaha,NE,70002,Public Agency or Authority of Transit Service,Full Reporter,65269,"Omaha, NE--IA","819,508",100,DR,DO,25,4,,49,,53,,"587,928",,"527,700",,0,,0,
"Southern California Regional Rail Authority, dba: Metrolink",Los Angeles,CA,90151,Public Agency or Authority of Transit Service,Full Reporter,51445,"Los Angeles--Long Beach--Anaheim, CA","12,237,376",195,CR,PT,195,96,,0,,96,,"11,066,912",,"10,684,890",,"2,318,380",,"2,238,509",
Tampa Bay Area Regional Transit Authority,Tampa,FL,40200,Public Agency or Authority of Transit Service,Full Reporter,86599,"Tampa--St. Petersburg, FL","2,783,045",189,VP,PT,189,12,,0,,12,,"2,908,813",,"2,908,813",,0,,0,
Riverside Transit Agency,Riverside,CA,90031,Public Agency or Authority of Transit Service,Full Reporter,75340,"Riverside--San Bernardino, CA","2,276,703",186,CB,DO,8,39,,8,,47,,"676,539",,"525,907",,0,,0,
Riverside Transit Agency,Riverside,CA,90031,Public Agency or Authority of Transit Service,Full Reporter,75340,"Riverside--San Bernardino, CA","2,276,703",186,MB,DO,79,480,,184,,664,,"4,787,834",,"4,099,097",,0,,0,
Riverside Transit Agency,Riverside,CA,90031,Public Agency or Authority of Transit Service,Full Reporter,75340,"Riverside--San Bernardino, CA","2,276,703",186,DR,PT,53,20,,7,,27,,"1,997,927",,"1,647,811",,0,,0,
Riverside Transit Agency,Riverside,CA,90031,Public Agency or Authority of Transit Service,Full Reporter,75340,"Riverside--San Bernardino, CA","2,276,703",186,MB,PT,46,101,,168,,269,,"2,915,106",,"2,142,364",,0,,0,
"Interurban Transit Partnership, dba: The Rapid",Grand Rapids,MI,50033,Public Agency or Authority of Transit Service,Full Reporter,34300,"Grand Rapids, MI","605,666",185,MB,DO,99,137,,663,,800,,"5,381,733",,"5,138,612",,0,,0,
"Interurban Transit Partnership, dba: The Rapid",Grand Rapids,MI,50033,Public Agency or Authority of Transit Service,Full Reporter,34300,"Grand Rapids, MI","605,666",185,DR,PT,62,27,,117,,144,,"1,931,023",,"1,492,007",,0,,0,
"Interurban Transit Partnership, dba: The Rapid",Grand Rapids,MI,50033,Public Agency or Authority of Transit Service,Full Reporter,34300,"Grand Rapids, MI","605,666",185,RB,DO,6,9,,61,,70,,"343,057",,"330,285",,0,,0,
